# RYA-489 Section 6 replication-grade per-line data product
# Every value below is PROJECTED from a committed artifact; this
# file measures nothing. Regenerate with the generator named below.
# star: solar
# element: Fe
# Teff: 5772.0
# log_g: 4.438
# Fe_H: 0.0
# xi_microturb: 1.0
# params_source: GBS: Heiter+2015 (Teff/logg), Jofré+2014 ([Fe/H], ξ)
# reference_stack: py3.12 + numpy 2.x (RYA-517 reference stack)
# damping_source: synthesis
# replication_grade: yes
# gold_version: Fe_I=v5
# commit_sha: 5e22b3d06f6c8899d683b187d52664e6a0519e64
# input_commit: 5e22b3d06f6c8899d683b187d52664e6a0519e64
# litscan_anchor: best_external Amarsi et al. 2021 (A&A 653, A141) sigma_ext 0.04
# generated_utc: 2026-09-24T19:24:31+00:00
# generator_script: scripts/generate_perline_product.py
# invocation: ISPEC_DIR=/mnt/codex-data/engines/ispec_src ~/venv_rya1103/bin/python scripts/generate_perline_product.py --star solar --element Fe --damping-source synthesis   # Sirius: the GES damping needs iSpec
# sources: damping_source=synthesis; replication_grade=yes; linelist=linelist_solar.csv; canonical_gf=canonical_gf.csv; problem_children=problem_children.csv
# discovery: FEED-DRIVEN (RYA-1229): every published product in data/products/solar/Fe.json, resolved to its own per-line artifact through `provenance.copied_to` and gated on n_lines value-equality
# products_published: 160
# products_with_perline_evidence: 139
# products_unresolved: 21
#
# appendix_species: Fe II
# website_export: species-specific subset; source rows are unchanged
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,gf_source,gf_grade,gf_sigma_dex,damping_rad,damping_stark,damping_vdW,damping_form,hfs_isotope_note,band,holding,tier,selector,route,treatment,instrument,arm,method,ew_mA,reduced_ew,red_chi2,sigma_A_dex,sigma_A_basis,engine,scale,A_X_line,status,reason_code,reason_note
Fe,II,4522.628,2.844,-2.29,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,77.04,0.1283284715865472,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.928,in_aggregate,,
Fe,II,4549.466,2.828,-1.92,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.299,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,41.983,0.0757398483833591,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.68,in_aggregate,,
Fe,II,4583.829,2.807,-1.94,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,185.307,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,39.324,0.0492429426021153,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.198,in_aggregate,,
Fe,II,4233.162,2.583,-2.02,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.309,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,122.028,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,7.458,in_aggregate,,
Fe,II,4351.762,2.704,-1.95,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.302,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,67.37,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4385.377,2.778,-2.64,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,181.024,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4416.819,2.778,-2.57,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,28.031,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4508.28,2.856,-2.42,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,187.301,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,16.863,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4522.628,2.844,-2.29,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,77.04,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4549.466,2.828,-1.92,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.299,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,41.983,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4583.829,2.807,-1.94,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,185.307,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,39.324,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,7.197,in_aggregate,,
Fe,II,4233.162,2.583,-2.02,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.309,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,122.686,0.0473634240071307,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.472,in_aggregate,,
Fe,II,4351.762,2.704,-1.95,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.302,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,68.235,0.093785540594415,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.084,in_aggregate,,
Fe,II,4385.377,2.778,-2.64,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,182.67,0.0701153530491243,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,8.366,in_aggregate,,
Fe,II,4416.819,2.778,-2.57,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,29.014,0.0484664988026028,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.551,in_aggregate,,
Fe,II,4508.28,2.856,-2.42,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,187.301,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,16.931,0.0390741152329232,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.56,in_aggregate,,
Fe,II,4522.628,2.844,-2.29,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,77.229,0.1299122906850579,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.931,in_aggregate,,
Fe,II,4549.466,2.828,-1.92,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.299,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,42.08,0.083943531625285,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.67,in_aggregate,,
Fe,II,4583.829,2.807,-1.94,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,185.307,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,DEEPGRADED,DEEPGRADED,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,38.184,0.0584125922066101,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.176,in_aggregate,,
Fe,II,4233.162,2.583,-2.02,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.309,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,122.028,0.0478208205360862,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.46,in_aggregate,,
Fe,II,4351.762,2.704,-1.95,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.302,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,67.37,0.0956814925360532,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.08,in_aggregate,,
Fe,II,4385.377,2.778,-2.64,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,181.024,0.0693699770511031,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,8.33,in_aggregate,,
Fe,II,4416.819,2.778,-2.57,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,28.031,0.0461704922835457,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.552,in_aggregate,,
Fe,II,4508.28,2.856,-2.42,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,187.301,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,16.863,0.0370873232652267,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.568,in_aggregate,,
Fe,II,4522.628,2.844,-2.29,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,77.04,0.1283284715865472,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.928,in_aggregate,,
Fe,II,4549.466,2.828,-1.92,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.299,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,41.983,0.0757398483833591,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.68,in_aggregate,,
Fe,II,4583.829,2.807,-1.94,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,185.307,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,1D-LTE,kpno_solar_atlas,VIS,synthesis_fit,,,39.324,0.0492429426021153,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.198,in_aggregate,,
Fe,II,4233.162,2.583,-2.02,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.309,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,122.028,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,7.458,in_aggregate,,
Fe,II,4351.762,2.704,-1.95,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.302,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,67.37,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4385.377,2.778,-2.64,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,181.024,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4416.819,2.778,-2.57,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,28.031,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4508.28,2.856,-2.42,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,187.301,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,16.863,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4522.628,2.844,-2.29,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,77.04,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4549.466,2.828,-1.92,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.299,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,41.983,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,II,4583.829,2.807,-1.94,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,185.307,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,VIS,ew_integration,,,39.324,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,7.197,in_aggregate,,
Fe,II,4233.162,2.583,-2.02,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.309,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,122.686,0.0473634240071307,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.472,in_aggregate,,
Fe,II,4351.762,2.704,-1.95,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.302,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,68.235,0.093785540594415,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.084,in_aggregate,,
Fe,II,4385.377,2.778,-2.64,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,182.67,0.0701153530491243,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,8.366,in_aggregate,,
Fe,II,4416.819,2.778,-2.57,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.54,186.296,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,29.014,0.0484664988026028,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.551,in_aggregate,,
Fe,II,4508.28,2.856,-2.42,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,187.301,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,16.931,0.0390741152329232,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.56,in_aggregate,,
Fe,II,4522.628,2.844,-2.29,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.3,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,77.229,0.1299122906850579,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.931,in_aggregate,,
Fe,II,4549.466,2.828,-1.92,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,186.299,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,42.08,0.083943531625285,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.67,in_aggregate,,
Fe,II,4583.829,2.807,-1.94,PRIMARY LAB DenHartog2019,ungraded,,8.56,-6.53,185.307,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_kpno_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,synth-1D-LTE-gerber,kpno_solar_atlas,VIS,synthesis_fit,,,38.184,0.0584125922066101,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",synth-1D-LTE-gerber,1D-LTE,7.176,in_aggregate,,
Fe,II,3002.644,1.6953,-0.87,PRIMARY LAB DenHartog2019,ungraded,,,,,unknown,HFS components in canonical_gf: 1,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,near-UV,synthesis_fit,,,33.97,0.1128873820428787,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.47,in_aggregate,,
Fe,II,3170.337,1.6953,-2.38,PRIMARY LAB DenHartog2019,ungraded,,,,,unknown,HFS components in canonical_gf: 1,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,near-UV,synthesis_fit,,,222.585,0.1184313766408571,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.758,in_aggregate,,
Fe,II,3183.114,1.6953,-2.01,PRIMARY LAB DenHartog2019,ungraded,,,,,unknown,HFS components in canonical_gf: 1,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,near-UV,synthesis_fit,,,123.186,0.1057800180561109,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.599,in_aggregate,,
Fe,II,3186.737,1.6953,-1.64,PRIMARY LAB DenHartog2019,ungraded,,,,,unknown,HFS components in canonical_gf: 1,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,near-UV,synthesis_fit,,,76.104,0.0802060748932259,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.709,in_aggregate,,
Fe,II,3192.909,1.6706,-1.9,PRIMARY LAB DenHartog2019,ungraded,,,,,unknown,HFS components in canonical_gf: 1,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,near-UV,synthesis_fit,,,86.086,0.2042008163423005,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.674,in_aggregate,,
Fe,II,3193.799,1.724,-1.65,PRIMARY LAB DenHartog2019,ungraded,,,,,unknown,HFS components in canonical_gf: 1,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,near-UV,synthesis_fit,,,72.826,0.0475961674852122,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.79,in_aggregate,,
Fe,II,3196.07,1.6706,-1.74,PRIMARY LAB DenHartog2019,ungraded,,,,,unknown,HFS components in canonical_gf: 1,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,near-UV,synthesis_fit,,,47.229,0.0715225369243899,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.826,in_aggregate,,
Fe,II,3210.444,1.724,-1.62,PRIMARY LAB DenHartog2019,ungraded,,,,,unknown,HFS components in canonical_gf: 1,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,near-UV,synthesis_fit,,,64.333,0.0469553955302872,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.491,in_aggregate,,
Fe,II,3213.309,1.6953,-1.24,PRIMARY LAB DenHartog2019,ungraded,,,,,unknown,HFS components in canonical_gf: 1,near-UV,solar_kpno_kurucz2005_corrected,DEEPGRADED,DEEPGRADED,SYNTH,1D-LTE,kpno_solar_atlas,near-UV,synthesis_fit,,,77.627,0.0747365410320838,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",1D-LTE,1D-LTE,7.636,in_aggregate,,
